,git_hash,commit_date,cve_data,cwe_group,published_date,severity,impact_score
0,05f36310edd268ac5bdc137d3efe209abaf687ef,2008-05-26 11:33:33-07:00,SQL_INJECTION,,,,
1,4df1b6d478020ac51c84467f47e42083f53adbad,2008-08-19 13:57:46-07:00,CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
2,7e2aae43f019966cdf8b276445d89dd936d7fc07,2008-08-19 13:57:46-07:00,CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
3,5512f4f627ba39f7985cc9b388db0d3ac56eeac2,2008-08-19 14:02:04-07:00,CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
4,93ebfb154456daa841aa223bd296422787b3074c,2008-08-19 14:02:04-07:00,CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
5,112d782e6348d42d3ae75feaa5ec7b9a126f1e90,2008-08-19 18:51:10-07:00,CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
6,a5e37e6cc3137ad1faf26495849554399d534f75,2008-08-19 18:51:10-07:00,CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
7,8ad5f451e2638409d2055af68e0e06de68ac1a3c,2008-11-11 22:54:33-08:00,CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
8,8ad5f451e2638409d2055af68e0e06de68ac1a3c,2008-11-11 22:54:33-08:00,CVE-2008-1679,CWE-189,2008-04-22T04:41Z,MEDIUM,
9,98c9c1e8b96f436263bee100feffe6d9f0f66b1e,2008-11-11 22:54:33-08:00,CVE-2007-4965,CWE-189,2007-09-18T22:17Z,MEDIUM,
10,98c9c1e8b96f436263bee100feffe6d9f0f66b1e,2008-11-11 22:54:33-08:00,CVE-2008-1679,CWE-189,2008-04-22T04:41Z,MEDIUM,
11,04105e539e17f77cbd57d6d2844d518967410391,2008-11-11 23:02:24-08:00,CVE-2008-1721,CWE-681,2008-04-10T19:05Z,HIGH,
12,01feb5ad8d55c4cdc540e02ebebcaffa5f1a4d6c,2008-11-11 23:02:24-08:00,CVE-2008-1721,CWE-681,2008-04-10T19:05Z,HIGH,
13,05c5aa3bd89a9b91c4ff2e3b994fdc6a6533a621,2008-11-11 23:08:51-08:00,CVE-2008-3144,CWE-189,2008-08-01T14:41Z,MEDIUM,
14,8af5d5791bd08c3ac206c1ea1326150718858ca9,2008-11-11 23:08:51-08:00,CVE-2008-3144,CWE-189,2008-08-01T14:41Z,MEDIUM,
15,cf843b28a97bd239ea4e6ff9feda474bf23c16d7,2008-11-11 23:21:52-08:00,CVE-2008-1887,CWE-120,2008-04-18T17:05Z,HIGH,
16,b7cfda132406bd0a4f626610657fd9b1e0e63f65,2008-11-11 23:21:52-08:00,CVE-2008-1887,CWE-120,2008-04-18T17:05Z,HIGH,
17,4f221810e3c407a2c4af9d7eb595c8582d42a871,2008-11-11 23:29:23-08:00,CVE-2008-4864,CWE-190,2008-11-01T00:00Z,HIGH,
18,3a87f93c42d0ca5b3af56076ba023eebe33cf29e,2008-11-11 23:29:23-08:00,CVE-2008-4864,CWE-190,2008-11-01T00:00Z,HIGH,
19,def963c019299a2cc75468ca83571c26bf7bb00f,2008-12-16 05:12:32-08:00,CVE-2008-5031,CWE-189,2008-11-10T16:15Z,HIGH,
20,bc160b73dbba7327f436734d3732fa94949d778f,2008-12-16 05:12:32-08:00,CVE-2008-5031,CWE-189,2008-11-10T16:15Z,HIGH,
21,f0a7470e405cb237e8b5676fd10f1ea482787baf,2009-02-08 03:14:56-08:00,SQL_INJECTION,,,,
22,b7f6bc4c8e2996b7ffdb881835ccb0b9d4f556d1,2009-10-21 00:24:49-07:00,SQL_INJECTION,,,,
23,8c64e3c18b4614043aea37c2bbefb633b467809b,2009-10-21 00:25:33-07:00,SQL_INJECTION,,,,
24,b8ec8a48ec519b12727cddcef196f45302886f10,2010-01-21 09:43:31-08:00,CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
25,c7e90c41b440c5c805a038f98c50832f6254134f,2010-01-21 09:43:31-08:00,CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
26,18cc2b4989b2d0a25a37a80703fe2c42a193c241,2010-01-21 16:34:48-08:00,CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
27,3b0f9b01f6e668a526faf01ce70d0fccd76e9f65,2010-01-21 16:34:48-08:00,CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
28,93bd614c8e25553ae6fc7eef8eb52105c22a02e6,2010-02-01 00:29:39-08:00,SQL_INJECTION,,,,
29,3fdb0ec11c40f7317a6f665aadd0b4feb15595e2,2010-02-02 18:46:37-08:00,CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
30,996a1c7c3620c87a4dea2a062ada4bbad4ea81f9,2010-02-02 18:46:37-08:00,CVE-2009-3720,NVD-CWE-noinfo,2009-11-03T16:30Z,MEDIUM,
31,3d76b8d4114b343ac7c4e4d8720504bba21741b9,2010-02-03 10:31:10-08:00,SQL_INJECTION,,,,
32,3ff98ce1d9f59ea7045865b619ef78cb19c7b933,2010-02-03 10:32:55-08:00,SQL_INJECTION,,,,
33,ce52b52978d00072c2f4f1233f7c1d0dcf7fb4fa,2010-02-05 03:41:52-08:00,SQL_INJECTION,,,,
34,98923f1b5918b596258f01e1efab9ed319f8350b,2010-02-05 05:43:26-08:00,SQL_INJECTION,,,,
35,c68a663f8175b86977715565e1be5efb59587a0f,2010-02-05 06:13:50-08:00,SQL_INJECTION,,,,
36,279fab3de91e876a436ec256964f5994e05d591b,2010-02-05 06:20:03-08:00,SQL_INJECTION,,,,
37,9d2594f88ca0ba40c029d102a9c93108a394d52d,2010-02-05 06:21:08-08:00,SQL_INJECTION,,,,
38,83043232b29c725c6d3945bc59dfa9301e95a164,2010-02-05 06:24:23-08:00,SQL_INJECTION,,,,
39,f21b260cdf6faa0e3607db1ef01891bca233d033,2010-02-05 06:53:24-08:00,SQL_INJECTION,,,,
40,991056fd697986bff65a4322db91cc4fd7401bd0,2010-02-05 07:18:29-08:00,SQL_INJECTION,,,,
41,46505554ae8595be00c58daf22e61e141f35c6d5,2010-02-05 12:22:22-08:00,SQL_INJECTION,,,,
42,b6692259ef57b2c9bac6a5d1e960af5715c77c7f,2010-02-05 12:32:34-08:00,SQL_INJECTION,,,,
43,c7680347141e55c16c6f0fda02b4f1e6f6071dc9,2010-02-08 04:48:19-08:00,SQL_INJECTION,,,,
44,e3352806b1a0287eba2d265f6098ad9974aa7631,2010-02-15 04:49:19-08:00,SQL_INJECTION,,,,
45,7a3aa599719ca907276b347c90216c3c26f6e0a5,2010-02-16 01:56:27-08:00,SQL_INJECTION,,,,
46,ff181566802f601306cc95e3ea7a15a916225a5a,2010-02-16 02:47:00-08:00,SQL_INJECTION,,,,
47,edd58e588384c38f44e8eb2eea479056e5598070,2010-02-16 03:15:31-08:00,SQL_INJECTION,,,,
48,148910528a12e7b89e76b083b380885c185dd0d6,2010-02-16 03:21:12-08:00,SQL_INJECTION,,,,
49,7378ea6a306a374ac4e9fabfe8b49d76b4b49740,2010-02-16 03:25:31-08:00,SQL_INJECTION,,,,
50,3827cca2f2df6eb9c22aa6465e44560e6548ee17,2010-02-16 05:09:25-08:00,SQL_INJECTION,,,,
51,4822894355d2dfc38fcf21ad203aed0f1250c277,2010-02-18 00:44:47-08:00,SQL_INJECTION,,,,
52,ec8123f14717c328a21f21c1d8a91df45c10cf09,2010-02-18 01:36:18-08:00,SQL_INJECTION,,,,
53,cb4caec5b915b6f0dec9f39f355f64b5851a9099,2010-02-18 01:46:55-08:00,SQL_INJECTION,,,,
54,6e9fb83eec6b5cb18d95bdf9059f99dc4a9c9820,2010-02-18 01:50:28-08:00,SQL_INJECTION,,,,
55,70ae48cc78728c3c928be45ba5c339ef7ecc4354,2010-02-18 02:09:29-08:00,SQL_INJECTION,,,,
56,2693cc4c01a36c1cebdd9283436c44d89643963f,2010-02-18 02:41:13-08:00,SQL_INJECTION,,,,
57,f8cb48c05d5f18286c643da53cabf24b5b874b54,2010-02-18 04:53:53-08:00,SQL_INJECTION,,,,
58,e537b817f4dd1dc44f40f39623e3d0bfca08f384,2010-02-19 05:17:31-08:00,SQL_INJECTION,,,,
59,6e5520ceaf735865894b7037cce617bb9261cb00,2010-02-19 06:07:57-08:00,SQL_INJECTION,,,,
60,11f93b1238fe75fac562209b83ec66f4cef0c9f8,2010-02-19 06:11:32-08:00,SQL_INJECTION,,,,
61,3157bff3d76b080d7a792edc556fcc421cbff117,2010-02-19 06:14:28-08:00,SQL_INJECTION,,,,
62,667fb3c7eaeb9d531037bfba64517fcb0ad71805,2010-02-19 06:19:49-08:00,SQL_INJECTION,,,,
63,4a637ae15f14190c896e16e1cc4bdfb35fea4472,2010-02-22 01:45:33-08:00,SQL_INJECTION,,,,
64,83aa01b86ea8571168c820463549caeea25617b1,2010-02-22 01:45:54-08:00,SQL_INJECTION,,,,
65,ddc28c36e25be83ea87c003e40951176aab05b31,2010-02-22 01:50:13-08:00,SQL_INJECTION,,,,
66,8571eaa727716ea0fca2329069dfb431be55fd1f,2010-02-22 01:54:54-08:00,SQL_INJECTION,,,,
67,726a03c818b57eaf002c17b0b611ce1455eddc6d,2010-02-22 03:22:30-08:00,SQL_INJECTION,,,,
68,83cb5f92a0328e3aed856ef332107f71b65a643e,2010-02-22 03:27:45-08:00,SQL_INJECTION,,,,
69,6831b865284d277feeb8e725b47550870f21e509,2010-02-22 03:30:08-08:00,SQL_INJECTION,,,,
70,488a9396b8c1f50bb9ae414dd79a4d08bb7c6629,2010-02-22 03:34:24-08:00,SQL_INJECTION,,,,
71,9c7799fe0cbae64e7fba9c83bc9efe2bf7811b8f,2010-02-22 03:39:10-08:00,SQL_INJECTION,,,,
72,41649a475defa7bf15b98948507d2ae4bcd31dfd,2010-02-22 03:40:54-08:00,SQL_INJECTION,,,,
73,4dfdac089e1a9a2b08a58c576ae802a6bc2cdf43,2010-02-22 03:41:43-08:00,SQL_INJECTION,,,,
74,c1614b5da4c2b96cdfed571d6d7907c0882e3b42,2010-02-22 03:43:00-08:00,SQL_INJECTION,,,,
75,1c725d208e41050f68d5ca09322a274d79dea3cf,2010-02-22 03:46:21-08:00,SQL_INJECTION,,,,
76,deae8d018a1c8275a28a6ace4f399143d11d146e,2010-02-22 03:52:24-08:00,SQL_INJECTION,,,,
77,bbda2521f58a6c36f9c17bc39149708a03ecd84c,2010-02-22 03:53:09-08:00,SQL_INJECTION,,,,
78,6e6e9f684565f46266f02947bfa72493206f8375,2010-02-22 04:30:34-08:00,SQL_INJECTION,,,,
79,74161e36371bb8a1250688fc7569cd4e3173dd01,2010-02-22 04:41:03-08:00,SQL_INJECTION,,,,
80,603f8d35cbe2dba79a2dec71b609f4e06b78ce75,2010-02-23 03:02:27-08:00,SQL_INJECTION,,,,
